"","...1","gameId","playId","playDescription","quarter","down","yardsToGo","possessionTeam","defensiveTeam","yardlineSide","yardlineNumber","gameClock","preSnapHomeScore","preSnapVisitorScore","passResult","penaltyYards","prePenaltyPlayResult","playResult","foulName1","foulNFLId1","foulName2","foulNFLId2","foulName3","foulNFLId3","absoluteYardlineNumber","offenseFormation","personnelO","defendersInBox","personnelD","dropBackType","pff_playAction","pff_passCoverage","pff_passCoverageType","('blitz', 'mean')","('blitz_class', '')","('npos_list', '')","('stunt', '')","('stunt_class', '')","('4manfront', '')","epa"
"1778",1777,2021091908,1081,"(11:49) (Shotgun) D.Carr pass short right to H.Renfrow to PIT 23 for 17 yards (C.Heyward).",2,2,12,"LV","PIT","PIT",40,11:49:00,0,3,"C",NA,17,17,NA,NA,NA,NA,NA,NA,70,"SHOTGUN","1 RB, 2 TE, 2 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-2","Zone",0,0,"[1, 1, 1, 1]",1,6,1,1.96900232171174
"1779",1778,2021091908,1175,"(9:42) D.Carr pass incomplete short right to D.Waller.",2,3,2,"LV","PIT","PIT",15,09:42:00,0,3,"I",NA,0,0,NA,NA,NA,NA,NA,NA,95,"SINGLEBACK","1 RB, 3 TE, 1 WR",8,"3 DL, 4 LB, 4 DB","DESIGNED_ROLLOUT_RIGHT",1,"Cover-1","Man",1,2,"[1, 1, 1, 1, 1]",1,10,0,-1.63450361081881
"1780",1779,2021091908,1231,"(9:34) B.Roethlisberger pass short right to D.Johnson to PIT 38 for 13 yards (T.Mullen).",2,1,10,"PIT","LV","PIT",25,09:34:00,0,6,"C",NA,13,13,NA,NA,NA,NA,NA,NA,85,"SINGLEBACK","1 RB, 1 TE, 3 WR",7,"4 DL, 2 LB, 5 DB","DESIGNED_ROLLOUT_RIGHT",1,"Cover-3","Zone",1,10,"[2, 2, 2, 2]",0,0,0,0.738246900960803
"1781",1780,2021091908,1302,"(8:13) (Shotgun) B.Roethlisberger pass short middle to J.Smith-Schuster to LV 46 for 5 yards (T.Mullen).",2,2,13,"PIT","LV","PIT",49,08:13:00,0,6,"C",NA,5,5,NA,NA,NA,NA,NA,NA,61,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man",0,0,"[1, 1, 1, 1]",0,0,1,-0.133720727171749
"1782",1781,2021091908,1326,"(7:33) (Shotgun) B.Roethlisberger pass deep left to D.Johnson pushed ob at LV 5 for 41 yards (T.Mullen). Penalty on LV-T.Mullen, Illegal Contact, declined.",2,3,8,"PIT","LV","LV",46,07:33:00,0,6,"C",0,41,41,"Illegal Contact",47823,NA,NA,NA,NA,56,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"4 DL, 1 LB, 6 DB","TRADITIONAL",0,"Bracket","Other",0,0,"[1, 1, 1, 1]",1,5,1,4.19030436541652
"1783",1782,2021091908,1443,"(6:25) (Shotgun) D.Carr pass short right to H.Ruggs pushed ob at LV 38 for 13 yards (M.Fitzpatrick).",2,1,10,"LV","PIT","LV",25,06:25:00,7,6,"C",NA,13,13,NA,NA,NA,NA,NA,NA,35,"SHOTGUN","1 RB, 2 TE, 2 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"2-Man","Man",0,0,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,0,0,0.73388171219267
"1784",1783,2021091908,1472,"(5:46) (Shotgun) D.Carr pass short middle to H.Renfrow to LV 48 for 10 yards (R.Spillane).",2,1,10,"LV","PIT","LV",38,05:46:00,7,6,"C",NA,10,10,NA,NA,NA,NA,NA,NA,48,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"2 DL, 4 LB, 5 DB","SCRAMBLE",0,"Cover-2","Zone",1,1,"[1, 3, 1, 1]",0,0,0,0.701224279589951
"1785",1784,2021091908,1496,"(5:03) D.Carr pass deep left to F.Moreau to PIT 27 for 25 yards (J.Schobert).",2,1,10,"LV","PIT","LV",48,05:03:00,7,6,"C",NA,25,25,NA,NA,NA,NA,NA,NA,58,"SINGLEBACK","1 RB, 3 TE, 1 WR",7,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man",1,7,"[1, 1, 2, 2, 1, 1]",1,13,0,1.42380322766257
"1786",1785,2021091908,1520,"(4:26) D.Carr pass incomplete deep right to A.Ingold (J.Schobert).",2,1,10,"LV","PIT","PIT",27,04:26:00,7,6,"I",NA,0,0,NA,NA,NA,NA,NA,NA,83,"I_FORM","2 RB, 2 TE, 1 WR",8,"3 DL, 4 LB, 4 DB","TRADITIONAL",0,"Cover-1","Man",1,5,"[1, 1, 1, 1, 2]",0,0,0,-0.389366223767865
"1787",1786,2021091908,1554,"(4:20) (Shotgun) D.Carr pass short left to B.Edwards to PIT 21 for 6 yards (A.Highsmith).",2,2,10,"LV","PIT","PIT",27,04:20:00,7,6,"C",NA,6,6,NA,NA,NA,NA,NA,NA,83,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-2","Zone",1,10,"[1, 1, 2, 1]",0,0,0,0.0300022906740196
"1788",1787,2021091908,1578,"(3:36) (Shotgun) D.Carr pass short left to H.Renfrow to PIT 17 for 4 yards (J.Layne).",2,3,4,"LV","PIT","PIT",21,03:36:00,7,6,"C",NA,4,4,NA,NA,NA,NA,NA,NA,89,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"2 DL, 3 LB, 6 DB","TRADITIONAL",0,"Cover-1","Man",0,0,"[1, 1, 1, 1]",0,0,1,0.921174973482266
"1789",1788,2021091908,1640,"(2:10) (Shotgun) D.Carr pass short left to K.Drake ran ob at PIT 16 for 3 yards (J.Schobert).",2,2,12,"LV","PIT","PIT",19,02:10:00,7,6,"C",NA,3,3,NA,NA,NA,NA,NA,NA,91,"SHOTGUN","1 RB, 2 TE, 2 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",0,0,"[1, 1, 1, 1, 1, 1, 1, 1]",0,0,0,-0.212681155710015
"1790",1789,2021091908,1686,"(2:00) (Shotgun) D.Carr pass short left to D.Waller to PIT 8 for 8 yards (J.Schobert). Official measurement.",2,3,9,"LV","PIT","PIT",16,02:00:00,7,6,"C",NA,8,8,NA,NA,NA,NA,NA,NA,94,"EMPTY","1 RB, 1 TE, 3 WR",4,"2 DL, 3 LB, 6 DB","TRADITIONAL",0,"Cover-2","Zone",0,0,"[1, 1, 1, 1]",1,5,1,0.0922223041416146
"1791",1790,2021091908,1796,"(:22) (Shotgun) D.Carr pass short middle to B.Edwards for 7 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on LV-A.Leatherwood, Offensive Holding, 10 yards, enforced at PIT 7 - No Play.",2,2,7,"LV","PIT","PIT",7,00:22:00,7,6,"C",-10,7,-10,"Offensive Holding",53446,NA,NA,NA,NA,103,"SHOTGUN","1 RB, 2 TE, 2 WR",6,"2 DL, 4 LB, 5 DB",NA,0,"Red Zone","Other",0,0,"[1, 1, 1, 1]",0,0,1,-1.58267283078749
"1792",1791,2021091908,1832,"(:18) (Shotgun) D.Carr pass incomplete deep right to D.Waller. Pressure by 8-Ingram.",2,2,17,"LV","PIT","PIT",17,00:18:00,7,6,"I",NA,0,0,NA,NA,NA,NA,NA,NA,93,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"2 DL, 3 LB, 6 DB","TRADITIONAL",0,"Cover-6","Zone",0,0,"[1, 1, 1, 1]",0,0,1,-0.208522705361247
"1793",1792,2021091908,1991,"(15:00) (Shotgun) D.Carr pass short middle to D.Waller to LV 34 for 9 yards (R.Spillane) [M.Ingram].",3,1,10,"LV","PIT","LV",25,15:00:00,7,9,"C",NA,9,9,NA,NA,NA,NA,NA,NA,85,"EMPTY","1 RB, 3 TE, 1 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",0,0,"[1, 1, 1, 1]",0,0,1,0.87184829916805
"1794",1793,2021091908,2036,"(13:45) (Shotgun) D.Carr pass short right to W.Snead to LV 46 for 14 yards (M.Fitzpatrick).",3,3,3,"LV","PIT","LV",32,13:45:00,7,9,"C",NA,14,14,NA,NA,NA,NA,NA,NA,78,"EMPTY","1 RB, 1 TE, 3 WR",5,"2 DL, 3 LB, 6 DB","TRADITIONAL",0,"Bracket","Other",0,0,"[1, 1, 1, 1]",0,0,1,1.88392029516399
"1795",1794,2021091908,2060,"(13:12) (No Huddle, Shotgun) D.Carr pass incomplete short middle to H.Ruggs (C.Wormley) [M.Ingram].",3,1,10,"LV","PIT","LV",46,13:12:00,7,9,"I",NA,0,0,NA,NA,NA,NA,NA,NA,64,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",0,0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,0,0,-0.535792832495645
"1796",1795,2021091908,2103,"(12:30) (Shotgun) D.Carr pass incomplete short left to K.Drake.",3,3,9,"LV","PIT","LV",47,12:30:00,7,9,"I",NA,0,0,NA,NA,NA,NA,NA,NA,63,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"2 DL, 3 LB, 6 DB","SCRAMBLE",0,"Quarters","Zone",0,0,"[1, 1, 1, 1]",0,0,1,-1.58117795106955
"1797",1796,2021091908,2144,"(12:15) (Shotgun) B.Roethlisberger pass incomplete deep right to C.Claypool (T.Mullen).",3,1,10,"PIT","LV","PIT",13,12:15:00,7,9,"I",NA,0,0,NA,NA,NA,NA,NA,NA,23,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",0,0,"[1, 1, 1, 1]",0,0,1,-0.618155215866864
"1798",1797,2021091908,2195,"(11:30) (Shotgun) B.Roethlisberger pass short right to P.Freiermuth to PIT 32 for 14 yards (D.Perryman).",3,3,5,"PIT","LV","PIT",18,11:30:00,7,9,"C",NA,14,14,NA,NA,NA,NA,NA,NA,28,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"4 DL, 1 LB, 6 DB","TRADITIONAL",0,"Cover-1","Man",1,2,"[1, 1, 1, 1, 1]",1,9,0,2.35212637856603
"1799",1798,2021091908,2240,"(10:42) (No Huddle, Shotgun) B.Roethlisberger sacked at PIT 30 for -3 yards (S.Thomas).",3,2,9,"PIT","LV","PIT",33,10:42:00,7,9,"S",NA,-3,-3,NA,NA,NA,NA,NA,NA,43,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-6","Zone",0,0,"[1, 1, 1, 1]",0,0,1,-1.47609501378611
"1800",1799,2021091908,2259,"(9:56) (Shotgun) B.Roethlisberger pass short middle to D.Johnson to PIT 33 for 3 yards (N.Hobbs).",3,3,12,"PIT","LV","PIT",30,09:56:00,7,9,"C",NA,3,3,NA,NA,NA,NA,NA,NA,40,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"4 DL, 1 LB, 6 DB","TRADITIONAL",0,"Cover-3","Zone",0,0,"[1, 1, 1, 1]",1,4,1,-0.756869142875075
"1801",1800,2021091908,2308,"(9:11) D.Carr pass short middle to B.Edwards to LV 36 for 18 yards (C.Sutton; M.Fitzpatrick).",3,1,10,"LV","PIT","LV",18,09:11:00,7,9,"C",NA,18,18,NA,NA,NA,NA,NA,NA,92,"SINGLEBACK","1 RB, 2 TE, 2 WR",8,"2 DL, 4 LB, 5 DB","TRADITIONAL",1,"Cover-1","Man",1,5,"[1, 1, 1, 1, 1, 1, 2, 1, 1]",0,0,0,1.33599461521953
"1802",1801,2021091908,2332,"(8:31) (Shotgun) D.Carr pass short middle to K.Drake to LV 45 for 9 yards (R.Spillane).",3,1,10,"LV","PIT","LV",36,08:31:00,7,9,"C",NA,9,9,NA,NA,NA,NA,NA,NA,74,"SHOTGUN","1 RB, 2 TE, 2 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",0,0,"[1, 1, 1, 1]",0,0,1,0.792368283960968
"1803",1802,2021091908,2356,"(7:52) D.Carr sacked at LV 37 for -8 yards (M.Ingram).",3,2,1,"LV","PIT","LV",45,07:52:00,7,9,"S",NA,-8,-8,NA,NA,NA,NA,NA,NA,65,"SINGLEBACK","1 RB, 3 TE, 1 WR",7,"2 DL, 4 LB, 5 DB","TRADITIONAL",1,"Cover-1","Man",1,2,"[1, 1, 3, 1, 1, 1, 1, 1, 1, 1]",0,0,0,-2.15352708939463
"1804",1803,2021091908,2375,"(7:08) (Shotgun) D.Carr pass deep right to H.Renfrow to PIT 40 for 23 yards (T.Norwood).",3,3,9,"LV","PIT","LV",37,07:08:00,7,9,"C",NA,23,23,NA,NA,NA,NA,NA,NA,73,"EMPTY","1 RB, 1 TE, 3 WR",4,"2 DL, 3 LB, 6 DB","TRADITIONAL",0,"Cover-3","Zone",0,0,"[1, 1, 1, 1]",1,2,1,2.98438213160262
"1805",1804,2021091908,2420,"(5:55) (Shotgun) D.Carr pass deep middle to H.Ruggs to PIT 9 for 30 yards (Te.Edmunds).",3,2,9,"LV","PIT","PIT",39,05:55:00,7,9,"C",NA,30,30,NA,NA,NA,NA,NA,NA,49,"EMPTY","1 RB, 1 TE, 3 WR",5,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Quarters","Zone",0,0,"[1, 1, 1, 1]",1,2,1,2.46377898514038
"1806",1805,2021091908,2444,"(5:07) (Shotgun) D.Carr pass short left to F.Moreau for 9 yards, TOUCHDOWN [J.Jones]. LV-D.Carr was injured during the play.",3,1,9,"LV","PIT","PIT",9,05:07:00,7,9,"C",NA,9,9,NA,NA,NA,NA,NA,NA,19,"SHOTGUN","1 RB, 2 TE, 2 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man",0,0,"[1, 1, 1, 1]",1,3,1,1.87580892472761
"1807",1806,2021091908,2531,"(4:15) (Shotgun) B.Roethlisberger pass short left to P.Freiermuth to PIT 29 for 8 yards (D.Perryman; N.Hobbs). LV-D.Perryman was injured during the play.  PENALTY on LV-S.Thomas, Roughing the Passer, 15 yards, enforced at PIT 29.",3,2,6,"PIT","LV","PIT",21,04:15:00,7,16,"C",15,8,23,"Roughing the Passer",44815,NA,NA,NA,NA,31,"SHOTGUN","1 RB, 2 TE, 2 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-6","Zone",0,0,"[1, 1, 1, 1]",0,0,1,2.11199658177793
"1808",1807,2021091908,2593,"(3:31) (Shotgun) B.Roethlisberger pass short left to C.Claypool ran ob at LV 45 for 16 yards.",3,1,15,"PIT","LV","PIT",39,03:31:00,7,16,"C",NA,16,16,NA,NA,NA,NA,NA,NA,49,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",1,"Quarters","Zone",0,0,"[1, 1, 1, 1]",0,0,1,1.24760125740431
"1809",1808,2021091908,2643,"(2:04) (Shotgun) B.Roethlisberger pass incomplete short right to C.Claypool (D.Arnette).",3,2,10,"PIT","LV","LV",45,02:04:00,7,16,"I",NA,0,0,NA,NA,NA,NA,NA,NA,65,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man",0,0,"[1, 1, 1, 1]",1,2,1,-0.83794514182955
"1810",1809,2021091908,2665,"(2:00) (Shotgun) B.Roethlisberger pass incomplete deep right to D.Johnson [M.Crosby].",3,3,10,"PIT","LV","LV",45,02:00:00,7,16,"I",NA,0,0,NA,NA,NA,NA,NA,NA,65,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"4 DL, 1 LB, 6 DB","TRADITIONAL",0,"Cover-1","Man",0,0,"[1, 1, 1, 1, 1, 1, 1, 1]",0,0,0,-1.65762647427619
"1811",1810,2021091908,2706,"(1:43) D.Carr pass short right to K.Drake pushed ob at LV 16 for 13 yards (J.Pierre).",3,1,10,"LV","PIT","LV",3,01:43:00,7,16,"C",NA,13,13,NA,NA,NA,NA,NA,NA,107,"I_FORM","2 RB, 1 TE, 2 WR",6,"3 DL, 4 LB, 4 DB","TRADITIONAL",0,"Quarters","Zone",0,0,"[1, 1, 1, 1]",0,0,1,0.741692168172449
"1812",1811,2021091908,2754,"(:32) (Shotgun) D.Carr pass short middle to D.Waller to LV 31 for 13 yards (R.Spillane; M.Ingram).",3,2,8,"LV","PIT","LV",18,00:32:00,7,16,"C",NA,13,13,NA,NA,NA,NA,NA,NA,92,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-2","Zone",1,10,"[1, 1, 1, 1, 1, 2, 1, 1]",0,0,0,1.4517815313302
"1813",1812,2021091908,2803,"(15:00) D.Carr pass short left to B.Edwards pushed ob at LV 47 for 16 yards (M.Fitzpatrick).",4,1,10,"LV","PIT","LV",31,15:00:00,7,16,"C",NA,16,16,NA,NA,NA,NA,NA,NA,41,"I_FORM","2 RB, 1 TE, 2 WR",8,"3 DL, 4 LB, 4 DB","TRADITIONAL",0,"Cover-3","Zone",1,10,"[1, 1, 2, 1, 1]",1,3,0,1.10658779973164
"1814",1813,2021091908,2827,"(14:30) (Shotgun) D.Carr pass short right to H.Ruggs to PIT 46 for 7 yards (J.Pierre).",4,1,10,"LV","PIT","LV",47,14:30:00,7,16,"C",NA,7,7,NA,NA,NA,NA,NA,NA,57,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Quarters","Zone",0,0,"[1, 1, 1, 1]",0,0,1,0.346719777910039
"1815",1814,2021091908,2872,"(13:06) (Shotgun) D.Carr pass incomplete short middle to H.Renfrow (C.Heyward).",4,3,7,"LV","PIT",NA,50,13:06:00,7,16,"I",NA,0,0,NA,NA,NA,NA,NA,NA,60,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 3 LB, 6 DB","TRADITIONAL",0,"Cover-1","Man",0,0,"[1, 1, 1, 1]",1,5,1,-1.58433369128034
"1816",1815,2021091908,2932,"(12:14) (Shotgun) B.Roethlisberger pass deep left to C.Claypool to LV 25 for 52 yards (J.Abram).",4,2,7,"PIT","LV","PIT",23,12:14:00,7,16,"C",NA,52,52,NA,NA,NA,NA,NA,NA,87,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Quarters","Zone",0,0,"[1, 1, 1, 1]",0,0,1,3.80690791609231
"1817",1816,2021091908,3009,"(11:29) (Shotgun) B.Roethlisberger pass incomplete deep left to D.Johnson. Coverage by 25-Moehrig, 27-Mullen.",4,2,10,"PIT","LV","LV",25,11:29:00,7,16,"I",NA,0,0,NA,NA,NA,NA,NA,NA,35,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man",0,0,"[1, 1, 1, 1]",0,0,1,-0.641991591546685
"1818",1817,2021091908,3031,"(11:23) (Shotgun) B.Roethlisberger pass short left to N.Harris for 25 yards, TOUCHDOWN. Penalty on LV-S.Thomas, Unsportsmanlike Conduct, offsetting. Penalty on PIT-T.Turner, Disqualification, offsetting.",4,3,10,"PIT","LV","LV",25,11:23:00,7,16,"C",0,25,25,"Disqualification",41321,"Unsportsmanlike Conduct",44815,NA,NA,35,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"4 DL, 1 LB, 6 DB","TRADITIONAL",0,"Quarters","Zone",0,0,"[1, 1, 1, 1]",0,0,1,3.90522066550329
"1819",1818,2021091908,3110,"(11:15) (Shotgun) D.Carr pass short left to D.Carrier to LV 29 for 4 yards (C.Sutton).",4,1,10,"LV","PIT","LV",25,11:15:00,14,16,"C",NA,4,4,NA,NA,NA,NA,NA,NA,35,"EMPTY","1 RB, 3 TE, 1 WR",5,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man",0,0,"[1, 1, 1, 1]",0,0,1,-0.0780423164833337
"1820",1819,2021091908,3134,"(10:32) (Shotgun) D.Carr pass short left to D.Waller pushed ob at LV 39 for 10 yards (Te.Edmunds).",4,2,6,"LV","PIT","LV",29,10:32:00,14,16,"C",NA,10,10,NA,NA,NA,NA,NA,NA,39,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"2 DL, 3 LB, 6 DB","TRADITIONAL",0,"2-Man","Man",0,0,"[1, 1, 1, 1]",0,0,1,0.903770072618499
"1821",1820,2021091908,3158,"(9:54) (Shotgun) D.Carr pass incomplete deep right to H.Renfrow.",4,1,10,"LV","PIT","LV",39,09:54:00,14,16,"I",NA,0,0,NA,NA,NA,NA,NA,NA,49,"EMPTY","1 RB, 1 TE, 3 WR",4,"2 DL, 3 LB, 6 DB","TRADITIONAL",0,"Cover-1","Man",0,0,"[1, 1, 1, 1]",0,0,1,-0.736718022497371
"1822",1821,2021091908,3203,"(9:48) (Shotgun) D.Carr pass incomplete short right to H.Ruggs. Coverage by 21-Norwood, 42-Pierre.",4,2,10,"LV","PIT","LV",39,09:48:00,14,16,"I",NA,0,0,NA,NA,NA,NA,NA,NA,49,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",0,0,"[1, 1, 1, 1]",1,3,1,-0.7724051726982
"1823",1822,2021091908,3229,"(9:44) (Shotgun) D.Carr pass deep middle to H.Ruggs for 61 yards, TOUCHDOWN.",4,3,10,"LV","PIT","LV",39,09:44:00,14,16,"C",NA,61,61,NA,NA,NA,NA,NA,NA,49,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"2 DL, 3 LB, 6 DB","TRADITIONAL",0,"Cover-1","Man",1,1,"[1, 1, 1, 1, 1, 3]",1,4,0,6.45658429129981
"1824",1823,2021091908,3285,"(9:35) (Shotgun) B.Roethlisberger pass short left to D.Johnson ran ob at PIT 29 for 4 yards (T.Mullen).",4,1,10,"PIT","LV","PIT",25,09:35:00,14,23,"C",NA,4,4,NA,NA,NA,NA,NA,NA,85,"EMPTY","1 RB, 1 TE, 3 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Quarters","Zone",0,0,"[1, 2, 1, 1, 1, 1, 1, 1, 1, 1]",0,0,0,-0.161964551080018
"1825",1824,2021091908,3336,"(9:14) (Shotgun) B.Roethlisberger pass short left to P.Freiermuth to PIT 34 for 5 yards (T.Mullen; D.Leavitt).",4,3,6,"PIT","LV","PIT",29,09:14:00,14,23,"C",NA,5,5,NA,NA,NA,NA,NA,NA,81,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"4 DL, 1 LB, 6 DB","TRADITIONAL",0,"Cover-2","Zone",0,0,"[1, 1, 1, 1, 1, 1, 1, 1]",0,0,0,-0.438869355013594
"1826",1825,2021091908,3511,"(5:51) (Shotgun) B.Roethlisberger pass short middle to P.Freiermuth to PIT 41 for 9 yards (D.Perryman, N.Hobbs) [Q.Jefferson].",4,1,10,"PIT","LV","PIT",32,05:51:00,14,23,"C",NA,9,9,NA,NA,NA,NA,NA,NA,78,"EMPTY","1 RB, 1 TE, 3 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Quarters","Zone",0,0,"[1, 1, 1, 1]",0,0,1,0.624095542822033
"1827",1826,2021091908,3535,"(5:26) (No Huddle, Shotgun) B.Roethlisberger pass short right to N.Harris to PIT 46 for 5 yards (N.Hobbs, D.Perryman).",4,2,1,"PIT","LV","PIT",41,05:26:00,14,23,"C",NA,5,5,NA,NA,NA,NA,NA,NA,69,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-6","Zone",0,0,"[1, 1, 1, 1]",1,2,1,0.127785264514387
"1828",1827,2021091908,3583,"(4:34) (No Huddle, Shotgun) B.Roethlisberger pass short left to D.Johnson pushed ob at LV 38 for 12 yards (T.Mullen).",4,2,6,"PIT","LV",NA,50,04:34:00,14,23,"C",NA,12,12,NA,NA,NA,NA,NA,NA,60,"EMPTY","1 RB, 1 TE, 3 WR",4,"4 DL, 1 LB, 6 DB","TRADITIONAL",0,"Cover-3","Zone",0,0,"[1, 1, 1, 1]",0,0,1,1.11299162555952
"1829",1828,2021091908,3631,"(3:55) (Shotgun) B.Roethlisberger pass incomplete short left to J.Smith-Schuster (S.Thomas). LV-C.Hayward was injured during the play.",4,2,10,"PIT","LV","LV",38,03:55:00,14,23,"I",NA,0,0,NA,NA,NA,NA,NA,NA,48,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"4 DL, 1 LB, 6 DB","TRADITIONAL",0,"Cover-1","Man",0,0,"[1, 1, 1, 1]",0,0,1,-0.627695627859794
"1830",1829,2021091908,3667,"(3:52) (Shotgun) B.Roethlisberger pass incomplete short middle to C.Claypool (D.Leavitt). LV-D.Leavitt was injured during the play.",4,3,10,"PIT","LV","LV",38,03:52:00,14,23,"I",NA,0,0,NA,NA,NA,NA,NA,NA,48,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"4 DL, 1 LB, 6 DB","TRADITIONAL",0,"Cover-3","Zone",0,0,"[1, 1, 1, 1]",0,0,1,-1.49442866510166
"1831",1830,2021091908,3761,"(2:55) D.Carr pass deep right to D.Waller to PIT 45 for 25 yards (J.Schobert).",4,2,7,"LV","PIT","LV",30,02:55:00,17,23,"C",NA,25,25,NA,NA,NA,NA,NA,NA,40,"I_FORM","2 RB, 2 TE, 1 WR",8,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man",1,5,"[1, 1, 1, 2, 1]",0,0,0,1.48565503099235
"1832",1831,2021091909,75,"(14:27) K.Cousins pass deep right to K.Osborn for 64 yards, TOUCHDOWN.",1,1,10,"MIN","ARI","MIN",36,14:27:00,0,0,"C",NA,64,64,NA,NA,NA,NA,NA,NA,74,"SINGLEBACK","1 RB, 1 TE, 3 WR",7,"3 DL, 3 LB, 5 DB","TRADITIONAL",1,"Cover-3","Zone",0,0,"[1, 1, 1, 1]",0,0,1,5.30694866064005
"1833",1832,2021091909,146,"(14:16) (Shotgun) K.Murray pass short middle to M.Williams to ARI 29 for 4 yards (N.Vigil).",1,1,10,"ARI","MIN","ARI",25,14:16:00,0,7,"C",NA,4,4,NA,NA,NA,NA,NA,NA,35,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-2","Zone",0,0,"[1, 1, 1, 1]",0,0,1,-0.0863980795256793
"1834",1833,2021091909,362,"(11:22) K.Cousins pass short right to J.Jefferson to MIN 33 for 6 yards (B.Murphy; J.Hicks).",1,2,8,"MIN","ARI","MIN",27,11:22:00,0,7,"C",NA,6,6,NA,NA,NA,NA,NA,NA,83,"I_FORM","2 RB, 1 TE, 2 WR",7,"3 DL, 4 LB, 4 DB","TRADITIONAL",0,"Cover-3","Zone",1,2,"[1, 1, 1, 1, 1]",1,10,0,0.327537757577375
"1835",1834,2021091909,386,"(10:41) (Shotgun) K.Cousins pass incomplete short middle to T.Conklin (Z.Collins) [C.Jones].",1,3,2,"MIN","ARI","MIN",33,10:41:00,0,7,"I",NA,0,0,NA,NA,NA,NA,NA,NA,77,"EMPTY","1 RB, 1 TE, 3 WR",5,"3 DL, 4 LB, 4 DB","TRADITIONAL",0,"Cover-1","Man",1,2,"[1, 1, 1, 1, 1]",1,9,0,-1.79787031700835
